medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
2024-08-03,Gold Medal,1,OMALLA Eugene,Male,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,2000-10-05,1972234
2024-08-03,Gold Medal,1,BOL Femke,Female,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,2000-02-23,1972078
2024-08-03,Gold Medal,1,KLAVER Lieke,Female,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,1998-08-20,1972115
2024-08-03,Gold Medal,1,PEETERS Cathelijn,Female,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,1996-11-06,1972240
2024-08-03,Gold Medal,1,,,,,,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,,1972077
2024-08-03,Silver Medal,2,DEADMON Bryce,Male,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,1997-03-26,1960590
2024-08-03,Silver Medal,2,NORWOOD Vernon,Male,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,1992-04-10,1960111
2024-08-03,Silver Medal,2,WILSON Quincy,Male,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,2008-01-08,4979564
2024-08-03,Silver Medal,2,BROWN Kaylyn,Female,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,2004-12-31,1960650
2024-08-03,Silver Medal,2,LITTLE Shamier,Female,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,1995-03-20,1960179
2024-08-03,Silver Medal,2,WHITTAKER Isabella,Female,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,2002-02-15,4979557
2024-08-03,Bronze Medal,3,DAVEY Lewis,Male,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,2000-10-24,1924406
2024-08-03,Bronze Medal,3,HAYDOCK-WILSON Alex,Male,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,1999-07-28,1924426
2024-08-03,Bronze Medal,3,JEFFERIES Ben,Male,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,1999-09-10,1956844
2024-08-03,Bronze Medal,3,REARDON Samuel,Male,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,2003-10-30,1956853
2024-08-03,Bronze Medal,3,ANNING Amber,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,2000-11-18,1924383
2024-08-03,Bronze Medal,3,KELLY Hannah,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,2000-12-20,1956846
2024-08-03,Bronze Medal,3,NIELSEN Laviai,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,1996-03-13,1924464
2024-08-03,Bronze Medal,3,WILLIAMS Jodie,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,1993-09-28,1924506
2024-08-03,Bronze Medal,3,YEARGIN Nicole,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,1997-08-11,1924509
2024-08-03,Gold Medal,1,CHEN Qing Chen,Female,China,CHN,China,CHEN Qing Chen / JIA Yi Fan,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,1997-06-23,1913438
2024-08-03,Gold Medal,1,JIA Yi Fan,Female,China,CHN,China,CHEN Qing Chen / JIA Yi Fan,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,1997-06-29,1913439
2024-08-03,Silver Medal,2,LIU Sheng Shu,Female,China,CHN,China,LIU Sheng Shu / TAN Ning,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,2004-04-08,1913441
2024-08-03,Silver Medal,2,TAN Ning,Female,China,CHN,China,LIU Sheng Shu / TAN Ning,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,2003-04-03,1913442
2024-08-03,Bronze Medal,3,MATSUYAMA Nami,Female,Japan,JPN,Japan,MATSUYAMA Nami / SHIDA Chiharu,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000200--,1998-06-28,1541630
2024-08-03,Bronze Medal,3,SHIDA Chiharu,Female,Japan,JPN,Japan,MATSUYAMA Nami / SHIDA Chiharu,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000200--,1997-04-29,1541629
2024-08-03,Gold Medal,1,von BREDOW-WERNDL Jessica,Female,Germany,GER,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1986-02-16,1914905
2024-08-03,Gold Medal,1,WANDRES Frederic,Male,Germany,GER,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1987-03-25,1914936
2024-08-03,Gold Medal,1,WERTH Isabell,Female,Germany,GER,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1969-07-21,1914909
2024-08-03,Gold Medal,1,ROTHENBERGER Soenke,Male,Germany,GER,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1994-10-14,1914907
2024-08-03,Silver Medal,2,BACHMANN ANDERSEN Daniel,Male,Denmark,DEN,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1990-06-01,1892359
2024-08-03,Silver Medal,2,LAUDRUP-DUFOUR Cathrine,Female,Denmark,DEN,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1992-01-02,1892363
2024-08-03,Silver Medal,2,SKODBORG MERRALD Nanna,Female,Denmark,DEN,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1993-10-08,1892358
2024-08-03,Silver Medal,2,SLOTH Nadja Aaboe,Female,Denmark,DEN,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1992-10-23,1892364
2024-08-03,Bronze Medal,3,FRY Charlotte,Female,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1996-02-11,1970905
2024-08-03,Bronze Medal,3,HESTER Carl,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1967-06-29,1970910
2024-08-03,Bronze Medal,3,MOODY Becky,Female,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1980-03-16,1970921
2024-08-03,Bronze Medal,3,GOULD Andrew,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,1980-05-21,1970907
2024-08-03,Gold Medal,1,KHARLAN Olga,Female,Ukraine,UKR,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,1990-09-04,1897644
2024-08-03,Gold Medal,1,KOMASHCHUK Alina,Female,Ukraine,UKR,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,1993-04-24,1897638
2024-08-03,Gold Medal,1,KRAVATSKA Olena,Female,Ukraine,UKR,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,1992-06-22,1897637
2024-08-03,Gold Medal,1,BAKASTOVA Yuliia,Female,Ukraine,UKR,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,1996-06-26,1897633
2024-08-03,Silver Medal,2,YOON Jisu,Female,Korea,KOR,Korea,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,1993-01-24,1927158
2024-08-03,Silver Medal,2,JEON Hayoung,Female,Korea,KOR,Korea,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,2001-08-18,1927123
2024-08-03,Silver Medal,2,CHOI Sebin,Female,Korea,KOR,Korea,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,2000-08-11,1927113
2024-08-03,Silver Medal,2,JEON Eunhye,Female,Korea,KOR,Korea,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,1997-08-01,1927122
2024-08-03,Bronze Medal,3,EMURA Misaki,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,1998-11-20,1896542
2024-08-03,Bronze Medal,3,TAKASHIMA Risa,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,1999-02-08,1896519
2024-08-03,Bronze Medal,3,FUKUSHIMA Shihomi,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,1995-06-19,1896541
2024-08-03,Bronze Medal,3,OZAKI Seri,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,2002-09-22,1896522
2024-08-03,Gold Medal,1,BOUKLI Shirine,Female,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1999-01-24,1891280
2024-08-03,Gold Medal,1,BUCHARD Amandine,Female,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1995-07-12,1891283
2024-08-03,Gold Medal,1,CYSIQUE Sarah Leonie,Female,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1998-07-06,1891286
2024-08-03,Gold Medal,1,AGBEGNENOU Clarisse,Female,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1992-10-25,1891289
2024-08-03,Gold Medal,1,GAHIE Marie Eve,Female,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1996-11-27,1891292
2024-08-03,Gold Medal,1,DICKO Romane,Female,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1999-09-30,1891300
2024-08-03,Gold Medal,1,MALONGA Madeleine,Female,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1993-12-25,1891297
2024-08-03,Gold Medal,1,GABA Joan-Benjamin,Male,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,2001-01-07,1891311
2024-08-03,Gold Medal,1,KHYAR Walide,Male,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1995-06-09,1891307
2024-08-03,Gold Medal,1,MKHEIDZE Luka,Male,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1996-01-05,1891304
2024-08-03,Gold Medal,1,DJALO Alpha Oumar,Male,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1996-09-05,1891314
2024-08-03,Gold Medal,1,NGAYAP HAMBOU Maxime-Gael,Male,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,2001-06-22,1891318
2024-08-03,Gold Medal,1,DIESSE Aurelien,Male,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1997-10-16,1891320
2024-08-03,Gold Medal,1,RINER Teddy,Male,France,FRA,France,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1989-04-07,1891323
2024-08-03,Silver Medal,2,ABE Uta,Female,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,2000-07-14,1896760
2024-08-03,Silver Medal,2,FUNAKUBO Haruka,Female,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1998-10-10,1896733
2024-08-03,Silver Medal,2,TSUNODA Natsumi,Female,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1992-08-06,1896735
2024-08-03,Silver Medal,2,NIIZOE Saki,Female,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1996-07-04,1896744
2024-08-03,Silver Medal,2,TAKAICHI Miku,Female,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1994-04-07,1896767
2024-08-03,Silver Medal,2,SONE Akira,Female,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,2000-07-09,1896762
2024-08-03,Silver Medal,2,TAKAYAMA Rika,Female,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1994-08-27,1896743
2024-08-03,Silver Medal,2,ABE Hifumi,Male,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1997-08-09,1896763
2024-08-03,Silver Medal,2,HASHIMOTO Soichi,Male,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1991-08-24,1896740
2024-08-03,Silver Medal,2,NAGAYAMA Ryuju,Male,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1996-04-15,1896752
2024-08-03,Silver Medal,2,MURAO Sanshiro,Male,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,2000-08-28,1896750
2024-08-03,Silver Medal,2,NAGASE Takanori,Male,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1993-10-14,1896765
2024-08-03,Silver Medal,2,SAITO Tatsuru,Male,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,2002-03-08,1896748
2024-08-03,Silver Medal,2,WOLF Aaron,Male,Japan,JPN,Japan,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,1996-02-25,1896764
2024-08-03,Bronze Medal,3,PIMENTA Larissa,Female,Brazil,BRA,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,1999-03-01,1953817
2024-08-03,Bronze Medal,3,SILVA Rafaela,Female,Brazil,BRA,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,1992-04-24,1953835
2024-08-03,Bronze Medal,3,QUADROS Ketleyn,Female,Brazil,BRA,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,1987-10-01,1953812
2024-08-03,Bronze Medal,3,SOUZA Beatriz,Female,Brazil,BRA,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,1998-05-20,1953777
2024-08-03,Bronze Medal,3,CARGNIN Daniel,Male,Brazil,BRA,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,1997-12-20,1953781
2024-08-03,Bronze Medal,3,LIMA Willian,Male,Brazil,BRA,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,2000-01-31,1953840
2024-08-03,Bronze Medal,3,MACEDO Rafael,Male,Brazil,BRA,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,1994-08-15,1953832
2024-08-03,Bronze Medal,3,SCHIMIDT Guilherme,Male,Brazil,BRA,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,2000-11-06,1953799
2024-08-03,Bronze Medal,3,GONCALVES Leonardo,Male,Brazil,BRA,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,1996-03-01,1953816
2024-08-03,Bronze Medal,3,SILVA Rafael,Male,Brazil,BRA,Brazil,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,1987-05-11,1953836
2024-08-03,Bronze Medal,3,HUH Mimi,Female,Korea,KOR,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,2002-12-19,1928067
2024-08-03,Bronze Medal,3,JUNG Yerin,Female,Korea,KOR,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1996-07-15,1940097
2024-08-03,Bronze Medal,3,LEE Hyekyeong,Female,Korea,KOR,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1996-01-12,1940098
2024-08-03,Bronze Medal,3,KIM Jisu,Female,Korea,KOR,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,2000-12-12,1928071
2024-08-03,Bronze Medal,3,KIM Hayun,Female,Korea,KOR,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,2000-01-07,1928070
2024-08-03,Bronze Medal,3,YOON Hyunji,Female,Korea,KOR,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1994-02-14,1928082
2024-08-03,Bronze Medal,3,AN Baul,Male,Korea,KOR,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1994-03-25,1928064
2024-08-03,Bronze Medal,3,KIM Won Jin,Male,Korea,KOR,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1992-05-01,1928074
2024-08-03,Bronze Medal,3,HAN Juyeo,Male,Korea,KOR,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,1999-04-21,1928066
2024-08-03,Bronze Medal,3,LEE Joonhwan,Male,Korea,KOR,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,2002-06-19,1928079
2024-08-03,Bronze Medal,3,KIM Minjong,Male,Korea,KOR,Korea,Republic of Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,2000-09-01,1928072
2024-08-03,Gold Medal,1,CARNEGIE Sholto,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1995-02-28,1901045
2024-08-03,Gold Medal,1,GIBBS Rory,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1994-04-03,1901068
2024-08-03,Gold Medal,1,BOLDING Morgan,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1995-05-13,1901036
2024-08-03,Gold Medal,1,DAWSON Jacob,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1993-11-02,1901051
2024-08-03,Gold Medal,1,ELWES Charles,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1997-07-15,1901062
2024-08-03,Gold Medal,1,DIGBY Tom,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1998-07-23,1901056
2024-08-03,Gold Medal,1,RUDKIN James,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1994-07-07,1901089
2024-08-03,Gold Medal,1,FORD Tom,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1992-10-03,1901064
2024-08-03,Gold Medal,1,BRIGHTMORE Harry,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1994-07-01,1901041
2024-08-03,Silver Medal,2,RIENKS Ralf,Male,Netherlands,NED,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1997-09-23,1965596
2024-08-03,Silver Medal,2,MOLENAAR Olav,Male,Netherlands,NED,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1999-03-28,1965587
2024-08-03,Silver Medal,2,de GRAAF Sander,Male,Netherlands,NED,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1995-06-13,1965601
2024-08-03,Silver Medal,2,KNAB Ruben,Male,Netherlands,NED,Netherlands,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,1988-02-19,1965592
