orden,anio,mes,dia,fecha,pais,ciudad,categoría,producto,precio,util_porcent,Cantidad,Total,utilidad
2692,2023,7,21,2023-07-21,Costa Rica,Heredia,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
2693,2023,7,20,2023-07-20,Paraguay,Encarnación,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39000000000001
2694,2023,7,7,2023-07-07,Venezuela,Caracas,Laptops,Acer Swift 5,899,0.32,5,4495,1438.4
2695,2023,7,22,2023-07-22,Brasil,São Paulo,Smartphones,Huawei P40 Pro,899,0.34,4,3596,1222.64
2696,2023,7,25,2023-07-25,Bolivia,Santa Cruz de la Sierra,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
2697,2023,7,20,2023-07-20,Ecuador,Guayaquil,Laptops,HP Spectre x360,1799,0.25,3,5397,1349.25
2698,2023,7,9,2023-07-09,Perú,Arequipa,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
2699,2023,7,20,2023-07-20,Chile,Santiago,Auriculares,Jabra Elite 85t,224,0.21,4,896,188.16
2700,2023,7,11,2023-07-11,México,Ciudad de México (CDMX),Auriculares,Apple AirPods Pro,224,0.26,2,448,116.48
2701,2023,7,20,2023-07-20,Bolivia,La Paz,Tablets,Xiaomi Mi Pad 5,449,0.26,5,2245,583.7
2702,2023,7,23,2023-07-23,Chile,Santiago,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
2703,2023,7,15,2023-07-15,Paraguay,Asunción,Smartphones,Oppo Find X3 Pro,1049,0.23,4,4196,965.08
2704,2023,7,31,2023-07-31,Panamá,David,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
2705,2023,7,4,2023-07-04,Paraguay,Asunción,Smartphones,Samsung Galaxy S21,899,0.28,2,1798,503.44000000000005
2706,2023,7,25,2023-07-25,Venezuela,Maracaibo,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
2707,2023,7,27,2023-07-27,Chile,Concepción,Laptops,Acer Swift 5,899,0.32,5,4495,1438.4
2708,2023,7,17,2023-07-17,Panamá,Ciudad de Panamá,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39000000000001
2709,2023,7,5,2023-07-05,Perú,Arequipa,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
2710,2023,7,18,2023-07-18,Argentina,Buenos Aires,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58000000000004
2711,2023,7,16,2023-07-16,Venezuela,Valencia,Smartphones,Google Pixel 6,749,0.28,2,1498,419.44000000000005
2712,2023,7,18,2023-07-18,Ecuador,Quito,Auriculares,Microsoft Surface Earbuds,224,0.14,3,672,94.08000000000001
2713,2023,7,31,2023-07-31,Ecuador,Guayaquil,Tablets,Samsung Galaxy Tab S7,699,0.15,4,2796,419.4
2714,2023,7,3,2023-07-03,Uruguay,Ciudad de la Costa,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
2715,2023,7,4,2023-07-04,Costa Rica,Limón,Smartphones,Google Pixel 6,749,0.28,5,3745,1048.6000000000001
2716,2023,7,6,2023-07-06,Chile,Santiago,Tablets,ASUS ZenPad 3S 10,399,0.2,3,1197,239.4
2717,2023,7,18,2023-07-18,Panamá,Colón,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.8100000000001
2718,2023,7,3,2023-07-03,Ecuador,Quito,Laptops,Acer Swift 5,899,0.32,3,2697,863.04
2719,2023,7,10,2023-07-10,Ecuador,Guayaquil,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
2720,2023,7,12,2023-07-12,Ecuador,Cuenca,Auriculares,Samsung Galaxy Buds Pro,174,0.11,5,870,95.7
2721,2023,7,4,2023-07-04,Colombia,Cali,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249.0
2722,2023,7,10,2023-07-10,Costa Rica,Limón,Auriculares,Bose QuietComfort 35 II,274,0.28,1,274,76.72000000000001
2723,2023,7,2,2023-07-02,Panamá,David,Smartphones,Google Pixel 6,749,0.28,1,749,209.72000000000003
2724,2023,7,21,2023-07-21,Bolivia,La Paz,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
2725,2023,7,7,2023-07-07,México,Ciudad de México (CDMX),Laptops,MacBook Pro 14,2999,0.19,3,8997,1709.43
2726,2023,7,26,2023-07-26,Chile,Concepción,Smartphones,Google Pixel 6,749,0.28,4,2996,838.8800000000001
2727,2023,7,17,2023-07-17,Uruguay,Ciudad de la Costa,Auriculares,Razer Opus,224,0.11,2,448,49.28
2728,2023,7,1,2023-07-01,Chile,Valparaíso,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
2729,2023,7,5,2023-07-05,Uruguay,Ciudad de la Costa,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
2730,2023,7,21,2023-07-21,Bolivia,Cochabamba,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.40000000000003
2731,2023,7,10,2023-07-10,Ecuador,Cuenca,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
2732,2023,7,22,2023-07-22,Panamá,Colón,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48000000000002
2733,2023,7,1,2023-07-01,Brasil,São Paulo,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.720000000000006
2734,2023,7,10,2023-07-10,Panamá,Colón,Tablets,Samsung Galaxy Tab S7,699,0.15,4,2796,419.4
2735,2023,7,20,2023-07-20,Venezuela,Caracas,Laptops,HP Spectre x360,1799,0.25,5,8995,2248.75
2736,2023,7,30,2023-07-30,Colombia,Cali,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
2737,2023,7,17,2023-07-17,Colombia,Bogotá,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.8800000000001
2738,2023,7,20,2023-07-20,Paraguay,Encarnación,Laptops,Acer Swift 5,899,0.32,2,1798,575.36
2739,2023,7,1,2023-07-01,Paraguay,Encarnación,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
2740,2023,7,24,2023-07-24,México,Monterrey,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
2741,2023,7,16,2023-07-16,Panamá,Colón,Laptops,Acer Swift 5,899,0.32,1,899,287.68
2742,2023,7,20,2023-07-20,Costa Rica,San José,Auriculares,Jabra Elite 85t,224,0.21,1,224,47.04
2743,2023,7,13,2023-07-13,Ecuador,Quito,Auriculares,Samsung Galaxy Buds Pro,174,0.11,3,522,57.42
2744,2023,7,16,2023-07-16,Chile,Santiago,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
2745,2023,7,14,2023-07-14,Ecuador,Guayaquil,Smartphones,Huawei P40 Pro,899,0.34,2,1798,611.32
2746,2023,7,23,2023-07-23,Costa Rica,Heredia,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51000000000002
2747,2023,7,12,2023-07-12,Uruguay,Salto,Smartphones,Asus ROG Phone 5,1099,0.13,2,2198,285.74
2748,2023,7,24,2023-07-24,Ecuador,Cuenca,Laptops,Dell XPS 13,1399,0.35,1,1399,489.65
2749,2023,7,1,2023-07-01,Uruguay,Ciudad de la Costa,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
2750,2023,7,27,2023-07-27,Colombia,Bogotá,Smartphones,Sony Xperia 1 III,1199,0.1,3,3597,359.70000000000005
2751,2023,7,24,2023-07-24,Chile,Concepción,Auriculares,Samsung Galaxy Buds Pro,174,0.11,5,870,95.7
2752,2023,7,11,2023-07-11,Ecuador,Quito,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.8100000000001
2753,2023,7,5,2023-07-05,Chile,Valparaíso,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
2754,2023,7,6,2023-07-06,Panamá,Ciudad de Panamá,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
2755,2023,7,30,2023-07-30,Uruguay,Montevideo,Auriculares,Apple AirPods Pro,224,0.26,4,896,232.96
2756,2023,7,18,2023-07-18,Panamá,Colón,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44000000000001
2757,2023,7,11,2023-07-11,Venezuela,Valencia,Laptops,MSI GS66 Stealth,2249,0.2,4,8996,1799.2
2758,2023,7,14,2023-07-14,Perú,Lima,Tablets,LG G Pad 5 10.1,249,0.33,4,996,328.68
2759,2023,7,25,2023-07-25,Perú,Trujillo,Auriculares,Bose QuietComfort 35 II,274,0.28,5,1370,383.6
2760,2023,7,5,2023-07-05,Bolivia,La Paz,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51000000000002
2761,2023,7,19,2023-07-19,Paraguay,Ciudad del Este,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.8100000000001
2762,2023,7,31,2023-07-31,Panamá,Colón,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
2763,2023,7,4,2023-07-04,Panamá,Ciudad de Panamá,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.40000000000003
2764,2023,7,27,2023-07-27,México,Ciudad de México (CDMX),Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
2765,2023,7,1,2023-07-01,Paraguay,Asunción,Tablets,Microsoft Surface Pro 7,999,0.35,4,3996,1398.6
2766,2023,7,16,2023-07-16,Venezuela,Valencia,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
2767,2023,7,4,2023-07-04,Costa Rica,Limón,Smartphones,Google Pixel 6,749,0.28,2,1498,419.44000000000005
2768,2023,7,30,2023-07-30,México,Monterrey,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
2769,2023,7,11,2023-07-11,México,Monterrey,Auriculares,Microsoft Surface Earbuds,224,0.14,3,672,94.08000000000001
2770,2023,7,6,2023-07-06,México,Monterrey,Tablets,iPad Air,649,0.33,2,1298,428.34000000000003
2771,2023,7,12,2023-07-12,Perú,Trujillo,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
2772,2023,7,28,2023-07-28,Costa Rica,Limón,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
2773,2023,7,6,2023-07-06,Perú,Arequipa,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
2774,2023,7,31,2023-07-31,Perú,Lima,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
2775,2023,7,25,2023-07-25,Colombia,Bogotá,Auriculares,Razer Opus,224,0.11,3,672,73.92
2776,2023,7,31,2023-07-31,Brasil,Brasilia,Tablets,Xiaomi Mi Pad 5,449,0.26,5,2245,583.7
2777,2023,7,11,2023-07-11,Brasil,São Paulo,Auriculares,Jabra Elite 85t,224,0.21,4,896,188.16
2778,2023,7,14,2023-07-14,México,Guadalajara,Smartphones,Sony Xperia 1 III,1199,0.1,1,1199,119.9
2779,2023,7,12,2023-07-12,Brasil,Río de Janeiro,Auriculares,Razer Opus,224,0.11,5,1120,123.2
2780,2023,7,27,2023-07-27,Chile,Valparaíso,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
2781,2023,7,25,2023-07-25,Chile,Concepción,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
2782,2023,7,26,2023-07-26,Ecuador,Cuenca,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86000000000001
2783,2023,7,28,2023-07-28,Paraguay,Ciudad del Este,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399.0
2784,2023,7,27,2023-07-27,Argentina,Buenos Aires,Auriculares,Microsoft Surface Earbuds,224,0.14,1,224,31.360000000000003
2785,2023,7,4,2023-07-04,Colombia,Medellín,Auriculares,Audio-Technica ATH-M50x,174,0.32,4,696,222.72
2786,2023,7,6,2023-07-06,Colombia,Cali,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
2787,2023,7,26,2023-07-26,Perú,Lima,Auriculares,Bose QuietComfort 35 II,274,0.28,5,1370,383.6
2788,2023,7,17,2023-07-17,Brasil,São Paulo,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
2789,2023,7,14,2023-07-14,Paraguay,Encarnación,Laptops,Gigabyte Aero 15 OLED,2599,0.11,1,2599,285.89
2790,2023,7,25,2023-07-25,Chile,Santiago,Laptops,HP Spectre x360,1799,0.25,4,7196,1799.0
2791,2023,7,11,2023-07-11,Bolivia,Santa Cruz de la Sierra,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
2792,2023,7,18,2023-07-18,Costa Rica,San José,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
2793,2023,7,31,2023-07-31,Brasil,Brasilia,Auriculares,Jabra Elite 85t,224,0.21,1,224,47.04
2794,2023,7,4,2023-07-04,Brasil,Brasilia,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
2795,2023,7,19,2023-07-19,Colombia,Cali,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
2796,2023,7,11,2023-07-11,Venezuela,Caracas,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
2797,2023,7,21,2023-07-21,Panamá,David,Tablets,iPad Air,649,0.33,1,649,214.17000000000002
2798,2023,7,22,2023-07-22,Brasil,Brasilia,Laptops,Acer Swift 5,899,0.32,3,2697,863.04
2799,2023,7,3,2023-07-03,Panamá,Ciudad de Panamá,Tablets,iPad Air,649,0.33,3,1947,642.51
2800,2023,7,29,2023-07-29,Uruguay,Salto,Smartphones,iPhone 13,1099,0.19,2,2198,417.62
2801,2023,7,4,2023-07-04,Bolivia,Santa Cruz de la Sierra,Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
2802,2023,7,10,2023-07-10,Colombia,Bogotá,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
2803,2023,7,21,2023-07-21,Paraguay,Asunción,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
2804,2023,7,11,2023-07-11,Colombia,Medellín,Tablets,Huawei MatePad Pro,649,0.14,4,2596,363.44000000000005
2805,2023,7,21,2023-07-21,Panamá,David,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
2806,2023,7,4,2023-07-04,Paraguay,Asunción,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
2807,2023,7,5,2023-07-05,Colombia,Bogotá,Tablets,Huawei MatePad Pro,649,0.14,4,2596,363.44000000000005
2808,2023,7,24,2023-07-24,Venezuela,Maracaibo,Tablets,iPad Air,649,0.33,2,1298,428.34000000000003
2809,2023,7,8,2023-07-08,Uruguay,Ciudad de la Costa,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
2810,2023,7,18,2023-07-18,Bolivia,Cochabamba,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
2811,2023,7,17,2023-07-17,Bolivia,Cochabamba,Tablets,Lenovo Tab P11 Pro,549,0.3,4,2196,658.8
2812,2023,7,5,2023-07-05,México,Ciudad de México (CDMX),Auriculares,Bose QuietComfort 35 II,274,0.28,5,1370,383.6
2813,2023,7,19,2023-07-19,Panamá,Ciudad de Panamá,Laptops,ASUS ZenBook 14,1149,0.29,3,3447,999.6299999999999
2814,2023,7,25,2023-07-25,Uruguay,Montevideo,Auriculares,Sennheiser Momentum 3,324,0.32,3,972,311.04
2815,2023,7,19,2023-07-19,Ecuador,Guayaquil,Laptops,Dell XPS 13,1399,0.35,3,4197,1468.9499999999998
2816,2023,7,14,2023-07-14,México,Ciudad de México (CDMX),Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44000000000001
2817,2023,7,28,2023-07-28,México,Monterrey,Smartphones,iPhone 13,1099,0.19,2,2198,417.62
2818,2023,7,22,2023-07-22,Paraguay,Ciudad del Este,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.20000000000005
2819,2023,7,20,2023-07-20,Costa Rica,Limón,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.1600000000001
2820,2023,7,2,2023-07-02,Perú,Lima,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.40000000000003
2821,2023,7,11,2023-07-11,Argentina,Buenos Aires,Tablets,Xiaomi Mi Pad 5,449,0.26,5,2245,583.7
2822,2023,7,11,2023-07-11,Argentina,Buenos Aires,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,5,10245,1126.95
2823,2023,7,24,2023-07-24,Panamá,David,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.09999999999997
2824,2023,7,6,2023-07-06,Colombia,Cali,Tablets,Lenovo Tab P11 Pro,549,0.3,4,2196,658.8
2825,2023,7,18,2023-07-18,Bolivia,La Paz,Auriculares,Razer Opus,224,0.11,3,672,73.92
2826,2023,7,24,2023-07-24,Chile,Concepción,Laptops,Dell XPS 13,1399,0.35,4,5596,1958.6
2827,2023,7,28,2023-07-28,Chile,Santiago,Smartphones,LG Velvet,649,0.12,1,649,77.88
2828,2023,7,14,2023-07-14,Venezuela,Maracaibo,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88000000000005
2829,2023,7,17,2023-07-17,Brasil,Río de Janeiro,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
2830,2023,7,27,2023-07-27,Panamá,David,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.2400000000002
2831,2023,7,17,2023-07-17,Paraguay,Encarnación,Tablets,Amazon Fire HD 10,199,0.31,5,995,308.45
2832,2023,7,6,2023-07-06,México,Ciudad de México (CDMX),Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48000000000002
2833,2023,7,18,2023-07-18,Paraguay,Ciudad del Este,Tablets,Amazon Fire HD 10,199,0.31,5,995,308.45
2834,2023,7,14,2023-07-14,Perú,Arequipa,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58000000000004
2835,2023,7,12,2023-07-12,Colombia,Bogotá,Smartphones,Asus ROG Phone 5,1099,0.13,1,1099,142.87
2836,2023,7,24,2023-07-24,México,Monterrey,Auriculares,Samsung Galaxy Buds Pro,174,0.11,3,522,57.42
2837,2023,7,1,2023-07-01,Brasil,Río de Janeiro,Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
2838,2023,7,25,2023-07-25,Panamá,David,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
2839,2023,7,11,2023-07-11,Argentina,Buenos Aires,Tablets,LG G Pad 5 10.1,249,0.33,5,1245,410.85
2840,2023,7,6,2023-07-06,México,Monterrey,Smartphones,OnePlus 9,799,0.32,1,799,255.68
2841,2023,7,23,2023-07-23,Costa Rica,San José,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72000000000003
2842,2023,7,31,2023-07-31,Perú,Arequipa,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
2843,2023,7,7,2023-07-07,Panamá,Colón,Auriculares,Microsoft Surface Earbuds,224,0.14,3,672,94.08000000000001
2844,2023,7,12,2023-07-12,Venezuela,Maracaibo,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
2845,2023,7,8,2023-07-08,Paraguay,Ciudad del Este,Auriculares,Razer Opus,224,0.11,3,672,73.92
2846,2023,7,1,2023-07-01,Brasil,Río de Janeiro,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.8800000000001
2847,2023,7,27,2023-07-27,Colombia,Medellín,Tablets,iPad Air,649,0.33,2,1298,428.34000000000003
2848,2023,7,26,2023-07-26,Colombia,Medellín,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
2849,2023,7,6,2023-07-06,Chile,Concepción,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
2850,2023,7,10,2023-07-10,México,Ciudad de México (CDMX),Laptops,Dell XPS 13,1399,0.35,3,4197,1468.9499999999998
2851,2023,7,30,2023-07-30,Panamá,Colón,Tablets,Google Pixel Slate,799,0.3,1,799,239.7
2852,2023,7,19,2023-07-19,Venezuela,Maracaibo,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
2853,2023,7,27,2023-07-27,Brasil,Brasilia,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249.0
2854,2023,7,12,2023-07-12,Brasil,Brasilia,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
2855,2023,7,10,2023-07-10,Panamá,Colón,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.2400000000002
2856,2023,7,28,2023-07-28,Ecuador,Quito,Smartphones,Google Pixel 6,749,0.28,2,1498,419.44000000000005
2857,2023,7,13,2023-07-13,Colombia,Medellín,Tablets,Google Pixel Slate,799,0.3,4,3196,958.8
2858,2023,7,4,2023-07-04,Brasil,Brasilia,Auriculares,Apple AirPods Pro,224,0.26,4,896,232.96
2859,2023,7,5,2023-07-05,Colombia,Medellín,Laptops,MacBook Pro 14,2999,0.19,3,8997,1709.43
2860,2023,7,25,2023-07-25,Costa Rica,Limón,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
2861,2023,7,7,2023-07-07,Ecuador,Cuenca,Smartphones,LG Velvet,649,0.12,5,3245,389.4
2862,2023,7,4,2023-07-04,Uruguay,Montevideo,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
2863,2023,7,28,2023-07-28,México,Monterrey,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
2864,2023,7,18,2023-07-18,Ecuador,Cuenca,Laptops,HP Spectre x360,1799,0.25,3,5397,1349.25
2865,2023,7,2,2023-07-02,México,Ciudad de México (CDMX),Tablets,Amazon Fire HD 10,199,0.31,1,199,61.69
2866,2023,7,15,2023-07-15,Bolivia,Santa Cruz de la Sierra,Auriculares,Jabra Elite 85t,224,0.21,2,448,94.08
2867,2023,7,2,2023-07-02,Uruguay,Montevideo,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
2868,2023,7,24,2023-07-24,Colombia,Medellín,Auriculares,Audio-Technica ATH-M50x,174,0.32,4,696,222.72
2869,2023,7,26,2023-07-26,Brasil,Río de Janeiro,Auriculares,Audio-Technica ATH-M50x,174,0.32,4,696,222.72
2870,2023,7,30,2023-07-30,Uruguay,Montevideo,Smartphones,Sony Xperia 1 III,1199,0.1,5,5995,599.5
2871,2023,7,19,2023-07-19,Bolivia,Santa Cruz de la Sierra,Auriculares,Razer Opus,224,0.11,1,224,24.64
2872,2023,7,8,2023-07-08,Colombia,Cali,Auriculares,Audio-Technica ATH-M50x,174,0.32,3,522,167.04
2873,2023,7,30,2023-07-30,Paraguay,Asunción,Smartphones,OnePlus 9,799,0.32,1,799,255.68
2874,2023,7,11,2023-07-11,Costa Rica,Heredia,Smartphones,Samsung Galaxy S21,899,0.28,2,1798,503.44000000000005
2875,2023,7,18,2023-07-18,Venezuela,Maracaibo,Laptops,Acer Swift 5,899,0.32,3,2697,863.04
2876,2023,7,6,2023-07-06,Bolivia,Santa Cruz de la Sierra,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
2877,2023,7,7,2023-07-07,Bolivia,Santa Cruz de la Sierra,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
2878,2023,7,5,2023-07-05,Venezuela,Maracaibo,Smartphones,LG Velvet,649,0.12,2,1298,155.76
2879,2023,7,17,2023-07-17,Colombia,Cali,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
2880,2023,7,29,2023-07-29,Bolivia,Santa Cruz de la Sierra,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
2881,2023,7,9,2023-07-09,México,Ciudad de México (CDMX),Smartphones,Motorola Edge 20 Pro,849,0.2,4,3396,679.2
2882,2023,7,8,2023-07-08,México,Guadalajara,Tablets,LG G Pad 5 10.1,249,0.33,4,996,328.68
2883,2023,7,14,2023-07-14,Colombia,Medellín,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.40000000000003
2884,2023,7,16,2023-07-16,Chile,Valparaíso,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
2885,2023,7,26,2023-07-26,Uruguay,Salto,Laptops,ASUS ZenBook 14,1149,0.29,4,4596,1332.84
2886,2023,7,16,2023-07-16,Brasil,São Paulo,Auriculares,Sony WH-1000XM4,324,0.27,2,648,174.96
2887,2023,7,22,2023-07-22,Colombia,Cali,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
2888,2023,7,27,2023-07-27,Argentina,Buenos Aires,Auriculares,Microsoft Surface Earbuds,224,0.14,1,224,31.360000000000003
2889,2023,7,12,2023-07-12,Uruguay,Ciudad de la Costa,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.2400000000002
2890,2023,7,26,2023-07-26,Uruguay,Ciudad de la Costa,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
2891,2023,7,5,2023-07-05,Brasil,São Paulo,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.1600000000001
2892,2023,7,10,2023-07-10,Ecuador,Cuenca,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
2893,2023,7,13,2023-07-13,Ecuador,Quito,Smartphones,Google Pixel 6,749,0.28,4,2996,838.8800000000001
2894,2023,7,2,2023-07-02,Perú,Arequipa,Auriculares,Razer Opus,224,0.11,2,448,49.28
2895,2023,7,2,2023-07-02,Colombia,Bogotá,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
2896,2023,7,18,2023-07-18,Uruguay,Salto,Tablets,Microsoft Surface Pro 7,999,0.35,2,1998,699.3
2897,2023,7,9,2023-07-09,México,Guadalajara,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.09999999999997
2898,2023,7,5,2023-07-05,Uruguay,Salto,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
2899,2023,7,10,2023-07-10,Ecuador,Cuenca,Smartphones,Sony Xperia 1 III,1199,0.1,3,3597,359.70000000000005
2900,2023,7,26,2023-07-26,Panamá,David,Smartphones,Google Pixel 6,749,0.28,1,749,209.72000000000003
2901,2023,7,11,2023-07-11,Paraguay,Encarnación,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
2902,2023,7,22,2023-07-22,Uruguay,Ciudad de la Costa,Smartphones,Google Pixel 6,749,0.28,2,1498,419.44000000000005
2903,2023,7,16,2023-07-16,Ecuador,Cuenca,Laptops,Acer Swift 5,899,0.32,1,899,287.68
2904,2023,7,6,2023-07-06,Chile,Santiago,Smartphones,Google Pixel 6,749,0.28,4,2996,838.8800000000001
2905,2023,7,18,2023-07-18,Chile,Santiago,Smartphones,Huawei P40 Pro,899,0.34,2,1798,611.32
2906,2023,7,15,2023-07-15,Costa Rica,San José,Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.30000000000007
2907,2023,7,13,2023-07-13,Panamá,Ciudad de Panamá,Smartphones,Google Pixel 6,749,0.28,3,2247,629.1600000000001
2908,2023,7,9,2023-07-09,México,Ciudad de México (CDMX),Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
2909,2023,7,11,2023-07-11,Panamá,Ciudad de Panamá,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
2910,2023,7,13,2023-07-13,Bolivia,Cochabamba,Smartphones,Asus ROG Phone 5,1099,0.13,3,3297,428.61
2911,2023,7,28,2023-07-28,Uruguay,Montevideo,Tablets,iPad Air,649,0.33,4,2596,856.6800000000001
2912,2023,7,29,2023-07-29,Chile,Concepción,Tablets,Lenovo Tab P11 Pro,549,0.3,4,2196,658.8
2913,2023,7,7,2023-07-07,Venezuela,Valencia,Auriculares,Bose QuietComfort 35 II,274,0.28,2,548,153.44000000000003
2914,2023,7,4,2023-07-04,Bolivia,La Paz,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.3400000000001
2915,2023,7,5,2023-07-05,Chile,Concepción,Smartphones,Sony Xperia 1 III,1199,0.1,1,1199,119.9
